1, Test Method 'com.amazon.search.TestSenarios.TestCases.AssertProductColorTC4' failed. Please investigate and open a new Issue if needed.
2, Test Method 'com.amazon.search.TestSenarios.TestCases.AsssertProductPriceTC3' failed. Please investigate and open a new Issue if needed.
